,ANIO_DENUNCIA,ANIO_HECHO,CAPTURA,CONDENA,DELITO,DEPARTAMENTO,ESTADO_NOTICIA,ETAPA,GRUPO_EDAD_VICTIMA,HECHO,HOMICIDIO_DOLOSO_CONSUMADO,IMPUTACION,MUNICIPIO,PAIS,PAIS_NACIMIENTO,SEXO_VICTIMA,TOTAL_VICTIMAS,TOTAL_POBLACIÓN,TOTAL_FEMINICIDIOS,PORCENTAJE_TOTAL,PORCENTAJE_FEMINICIDIOS,MUNICIPIO_UNICO,PORCENTAJE_FEMINICIDIOS_UNICO
1606,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INVESTIGACIÓN,JUVENTUD 18 - 28,SI,SI,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,4,8380801,884,100%,0.0105479177944924%,,
1607,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INVESTIGACIÓN,JUVENTUD 18 - 28,SI,SI,SI,"BOGOTÁ, D.C.",Colombia,Colombia,MASCULINO,3,8380801,884,100%,0.0105479177944924%,,
1608,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INVESTIGACIÓN,SIN DATO,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,MASCULINO,2,8380801,884,100%,0.0105479177944924%,,
1609,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INVESTIGACIÓN,SIN DATO,SI,SI,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,4,8380801,884,100%,0.0105479177944924%,,
1610,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INVESTIGACIÓN,SIN DATO,SI,SI,SI,"BOGOTÁ, D.C.",Colombia,Colombia,MASCULINO,14,8380801,884,100%,0.0105479177944924%,,
1611,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INVESTIGACIÓN,SIN DATO,SI,SI,SI,"BOGOTÁ, D.C.",Colombia,Venezuela,MASCULINO,1,8380801,884,100%,0.0105479177944924%,,
1612,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,ADULTEZ 29 - 59,NO,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
1613,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,3,8380801,884,100%,0.0105479177944924%,,
1614,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,MASCULINO,2,8380801,884,100%,0.0105479177944924%,,
1615,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,2,8380801,884,100%,0.0105479177944924%,,
1616,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,ADULTO MAYOR DE 60,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
1617,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,ADULTO MAYOR DE 60,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,MASCULINO,1,8380801,884,100%,0.0105479177944924%,,
1618,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,INFANCIA 6 - 11,SI,SI,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
1619,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,3,8380801,884,100%,0.0105479177944924%,,
1620,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Venezuela,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
1621,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,SIN DATO,NO,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,3,8380801,884,100%,0.0105479177944924%,,
1622,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,SIN DATO,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,,,1,8380801,884,100%,0.0105479177944924%,,
1623,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,SIN DATO,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
1624,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,SIN DATO,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,5,8380801,884,100%,0.0105479177944924%,,
1625,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,SIN DATO,SI,SI,SI,"BOGOTÁ, D.C.",Colombia,,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
1626,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,INVESTIGACIÓN,JUVENTUD 18 - 28,SI,NO,SI,EL PEÑÓN,Colombia,Colombia,FEMENINO,1,10538,2,100%,0.0189789333839438%,,
1627,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,CARTAGENA,Colombia,Colombia,FEMENINO,2,1057767,104,100%,0.0098320329524366%,,
1628,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,CARTAGENA,Colombia,Colombia,FEMENINO,1,1057767,104,100%,0.0098320329524366%,,
1629,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,SAN CRISTÓBAL,Colombia,Colombia,FEMENINO,1,6738,1,100%,0.0148411991688928%,,
1630,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,SAN PABLO,Colombia,Colombia,FEMENINO,1,37160,4,100%,0.0107642626480086%,,
1631,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,JUICIO,ADULTO MAYOR DE 60,SI,NO,SI,CARTAGENA,Colombia,Colombia,FEMENINO,1,1057767,104,100%,0.0098320329524366%,,
1632,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,JUICIO,INFANCIA 6 - 11,SI,NO,SI,CARTAGENA,Colombia,Colombia,MASCULINO,1,1057767,104,100%,0.0098320329524366%,,
1633,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,JUICIO,PRE-ADOLESCENTE 12 - 13,SI,SI,SI,CARTAGENA,Colombia,Colombia,FEMENINO,1,1057767,104,100%,0.0098320329524366%,,
1634,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,CARTAGENA,Colombia,Colombia,FEMENINO,1,1057767,104,100%,0.0098320329524366%,,
1635,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Boyaca,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,TUNJA,Colombia,Colombia,FEMENINO,1,206791,10,100%,0.00483580039750279%,,
1636,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Caldas,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,MANIZALES,Colombia,Colombia,FEMENINO,1,402646,23,100%,0.00571221370633261%,,
1637,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Caldas,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,SUPÍA,Colombia,Colombia,FEMENINO,1,27687,4,100%,0.0144472134936974%,,
1638,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Caldas,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,SUPÍA,Colombia,Colombia,MASCULINO,1,27687,4,100%,0.0144472134936974%,,
1639,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Caldas,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,MANIZALES,Colombia,Colombia,FEMENINO,1,402646,23,100%,0.00571221370633261%,,
1640,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Caquetá,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,FLORENCIA,Colombia,Colombia,FEMENINO,1,187515,14,100%,0.00746606938111618%,,
1641,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Caquetá,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,SOLITA,Colombia,Colombia,FEMENINO,1,9119,2,100%,0.0219322294111196%,,
1642,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Caquetá,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,SOLITA,Colombia,Colombia,FEMENINO,1,9119,2,100%,0.0219322294111196%,,
1643,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Casanare,ACTIVO,INVESTIGACIÓN,JUVENTUD 18 - 28,SI,SI,SI,OROCUÉ,Colombia,Colombia,FEMENINO,1,8489,2,100%,0.0235599010484156%,,
1644,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Casanare,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,MANÍ,Colombia,Colombia,FEMENINO,1,11108,39,100%,0.351098307526107%,,
1645,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,JUICIO,ADOLESCENTE 14 - 17,SI,NO,SI,SUCRE,Colombia,Colombia,FEMENINO,1,8837,5,100%,0.0565802874278601%,,
1646,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,PUERTO TEJADA,Colombia,Colombia,FEMENINO,1,46215,9,100%,0.0194741966893866%,,
1647,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,JUICIO,SIN DATO,SI,SI,SI,POPAYÁN,Colombia,Colombia,FEMENINO,1,288636,41,100%,0.0142047423051872%,,
1648,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,TERMINACIÓN ANTICIPADA,ADULTEZ 29 - 59,SI,NO,NO,VILLA RICA,Colombia,Colombia,FEMENINO,1,17134,5,100%,0.0291817439010155%,,
1649,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,SI,VALLEDUPAR,Colombia,Colombia,FEMENINO,1,503444,41,100%,0.00814390478384885%,,
1650,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,INVESTIGACIÓN,SIN DATO,SI,NO,SI,CURUMANÍ,Colombia,Colombia,FEMENINO,1,22673,5,100%,0.022052661756274%,,
1651,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,JUICIO,ADOLESCENTE 14 - 17,SI,NO,SI,CHIRIGUANÁ,Colombia,Colombia,FEMENINO,1,18308,2,100%,0.010924186148132%,,
1652,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,VALLEDUPAR,Colombia,Colombia,FEMENINO,2,503444,41,100%,0.00814390478384885%,,
1653,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,VALLEDUPAR,Colombia,Colombia,MASCULINO,1,503444,41,100%,0.00814390478384885%,,
1654,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,VALLEDUPAR,Colombia,Colombia,FEMENINO,1,503444,41,100%,0.00814390478384885%,,
1655,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,JUICIO,INFANCIA 6 - 11,SI,NO,SI,VALLEDUPAR,Colombia,Colombia,MASCULINO,1,503444,41,100%,0.00814390478384885%,,
1656,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,JUICIO,PRIMERA INFANCIA 0 - 5,SI,SI,SI,EL PASO,Colombia,Colombia,FEMENINO,1,23699,4,100%,0.0168783492974387%,,
1657,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,VALLEDUPAR,Colombia,,FEMENINO,1,503444,41,100%,0.00814390478384885%,,
1658,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Chocó,ACTIVO,INVESTIGACIÓN,ADULTEZ 29 - 59,SI,NO,SI,TADÓ,Colombia,Colombia,FEMENINO,1,19233,3,100%,0.0155981906098893%,,
1659,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,LORICA,Colombia,Venezuela,FEMENINO,1,121793,3,100%,0.00246319575016627%,,
1660,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,MONTERÍA,Colombia,Colombia,FEMENINO,1,471867,23,100%,0.0048742548218036%,,
1661,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,SAHAGÚN,Colombia,Colombia,FEMENINO,1,90494,5,100%,0.00552522819192433%,,
1662,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,MONTELÍBANO,Colombia,Colombia,FEMENINO,1,90450,13,100%,0.0143725815367606%,,
1663,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,SAHAGÚN,Colombia,Colombia,FEMENINO,1,90494,5,100%,0.00552522819192433%,,
1664,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,SAHAGÚN,Colombia,Colombia,MASCULINO,1,90494,5,100%,0.00552522819192433%,,
1665,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,ACTIVO,JUICIO,SIN DATO,SI,SI,SI,SAHAGÚN,Colombia,Colombia,FEMENINO,1,90494,5,100%,0.00552522819192433%,,
1666,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,JUICIO,ADOLESCENTE 14 - 17,SI,NO,SI,GACHANCIPÁ,Colombia,Colombia,MASCULINO,1,16457,3,100%,0.0182293249073343%,,
1667,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,GACHANCIPÁ,Colombia,Colombia,FEMENINO,1,16457,3,100%,0.0182293249073343%,,
1668,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,CHÍA,Colombia,Colombia,FEMENINO,1,141917,3,100%,0.00211391165258567%,,
1669,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,TERMINACIÓN ANTICIPADA,ADULTEZ 29 - 59,SI,SI,SI,SAN ANTONIO DEL TEQUENDAMA,Colombia,Colombia,FEMENINO,1,13397,1,100%,0.0074643576920206%,,
1670,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Huila,ACTIVO,INVESTIGACIÓN,JUVENTUD 18 - 28,SI,NO,SI,NEIVA,Colombia,Colombia,FEMENINO,1,350457,25,100%,0.00713354277414918%,,
1671,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Huila,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,PITALITO,Colombia,Colombia,FEMENINO,1,138229,11,100%,0.00795780914279927%,,
1672,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,La Guajira,ACTIVO,INVESTIGACIÓN,ADOLESCENTE 14 - 17,SI,NO,SI,RIOHACHA,Colombia,Colombia,FEMENINO,1,304987,12,100%,0.00393459393351192%,,
1673,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,La Guajira,ACTIVO,INVESTIGACIÓN,ADULTEZ 29 - 59,SI,NO,SI,RIOHACHA,Colombia,Colombia,FEMENINO,1,304987,12,100%,0.00393459393351192%,,
1674,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,La Guajira,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,MAICAO,Colombia,Colombia,FEMENINO,1,168658,13,100%,0.0077079059398309%,,
1675,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,La Guajira,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,MAICAO,Colombia,Colombia,FEMENINO,1,168658,13,100%,0.0077079059398309%,,
1676,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INVESTIGACIÓN,SIN DATO,SI,NO,SI,SANTA MARTA,Colombia,Colombia,FEMENINO,1,524031,75,100%,0.0143121303892327%,,
1677,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,PEDRAZA,Colombia,Colombia,FEMENINO,1,8137,1,100%,0.0122895416000983%,,
1678,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,ZAPAYÁN,Colombia,Colombia,FEMENINO,1,8974,1,100%,0.0111433028749721%,,
1679,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,FUENTE DE ORO,Colombia,Colombia,FEMENINO,1,14361,3,100%,0.0208899101733863%,,
1680,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,PUERTO GAITÁN,Colombia,Colombia,FEMENINO,1,19113,15,100%,0.0784806152880239%,,
1681,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,TERMINACIÓN ANTICIPADA,PRE-ADOLESCENTE 12 - 13,NO,NO,NO,VILLAVICENCIO,Colombia,Colombia,FEMENINO,1,538527,53,100%,0.00984166067810899%,,
1682,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Nariño,ACTIVO,INVESTIGACIÓN,ADULTEZ 29 - 59,SI,NO,SI,PASTO,Colombia,Colombia,FEMENINO,1,465148,30,100%,0.00644956013999845%,,
1683,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Nariño,ACTIVO,INVESTIGACIÓN,ADULTEZ 29 - 59,SI,SI,SI,SANDONÁ,Colombia,Colombia,FEMENINO,1,25767,4,100%,0.01552373190515%,,
1684,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Nariño,ACTIVO,INVESTIGACIÓN,JUVENTUD 18 - 28,SI,SI,SI,ROBERTO PAYÁN,Colombia,Colombia,FEMENINO,1,26163,3,100%,0.0114665749340672%,,
1685,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Nariño,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,LA CRUZ,Colombia,Colombia,FEMENINO,1,18313,1,100%,0.00546060175831377%,,
1686,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Nariño,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,PASTO,Colombia,Colombia,FEMENINO,1,465148,30,100%,0.00644956013999845%,,
1687,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Nariño,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,PASTO,Colombia,Colombia,FEMENINO,2,465148,30,100%,0.00644956013999845%,,
1688,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Norte de Santander,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,LA ESPERANZA,Colombia,Colombia,FEMENINO,1,12609,5,100%,0.0396542152430803%,,
1689,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Norte de Santander,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,CÚCUTA,Colombia,Colombia,FEMENINO,1,680765,30,100%,0.00440680704795341%,,
1690,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Norte de Santander,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,CÚCUTA,Colombia,Colombia,FEMENINO,1,680765,30,100%,0.00440680704795341%,,
1691,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Norte de Santander,ACTIVO,TERMINACIÓN ANTICIPADA,ADULTEZ 29 - 59,SI,SI,SI,CÚCUTA,Colombia,Colombia,FEMENINO,1,680765,30,100%,0.00440680704795341%,,
1692,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Putumayo,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,PUERTO ASÍS,Colombia,Colombia,FEMENINO,1,63953,16,100%,0.0250183728675746%,,
1693,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Quindío,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,ARMENIA,Colombia,Colombia,FEMENINO,1,3765,30,100%,0.796812749003984%,,
1694,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Quindío,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,LA TEBAIDA,Colombia,Colombia,FEMENINO,1,47412,5,100%,0.0105458533704547%,,
1695,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Quindío,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,CALARCA,Colombia,Colombia,FEMENINO,1,79569,9,100%,0.0113109376767334%,,
1696,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Santander,ACTIVO,JUICIO,ADOLESCENTE 14 - 17,SI,NO,SI,BUCARAMANGA,Colombia,Colombia,FEMENINO,1,528572,70,100%,0.013243228926239%,,
1697,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Santander,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,LEBRÍJA,Colombia,Colombia,FEMENINO,1,42895,5,100%,0.0116563702063178%,,
1698,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Santander,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,FLORIDABLANCA,Colombia,Colombia,FEMENINO,1,267936,20,100%,0.00746446912695569%,,
1699,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Santander,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,BARRANCABERMEJA,Colombia,Colombia,FEMENINO,1,191144,13,100%,0.00680115515004395%,,
1700,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Santander,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,BUCARAMANGA,Colombia,Colombia,FEMENINO,1,528572,70,100%,0.013243228926239%,,
1701,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Santander,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,SABANA DE TORRES,Colombia,Colombia,FEMENINO,1,17772,3,100%,0.0168804861580014%,,
1702,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Santander,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,BUCARAMANGA,Colombia,Colombia,FEMENINO,1,528572,70,100%,0.013243228926239%,,
1703,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Santander,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,LEBRÍJA,Colombia,,,1,42895,5,100%,0.0116563702063178%,,
1704,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Sucre,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,SAN MARCOS,Colombia,Colombia,FEMENINO,1,60735,5,100%,0.00823248538733844%,,
1705,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Sucre,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,SAMPUÉS,Colombia,Colombia,FEMENINO,1,38631,3,100%,0.00776578395589035%,,
1706,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,INVESTIGACIÓN,ADULTEZ 29 - 59,SI,NO,SI,GUAMO,Colombia,Colombia,FEMENINO,1,31089,3,100%,0.00964971533339767%,,
1707,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,INVESTIGACIÓN,JUVENTUD 18 - 28,SI,NO,SI,GUAMO,Colombia,Colombia,FEMENINO,1,31089,3,100%,0.00964971533339767%,,
1708,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,IBAGUÉ,Colombia,Colombia,FEMENINO,4,579803,120,100%,0.0206966849084948%,,
1709,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,FLANDES,Colombia,Colombia,MASCULINO,1,29550,6,100%,0.0203045685279188%,,
1710,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,JUICIO,ADULTO MAYOR DE 60,SI,NO,SI,IBAGUÉ,Colombia,Colombia,FEMENINO,1,579803,120,100%,0.0206966849084948%,,
1711,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,IBAGUÉ,Colombia,Colombia,FEMENINO,1,579803,120,100%,0.0206966849084948%,,
1712,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,FRESNO,Colombia,Colombia,FEMENINO,1,29663,3,100%,0.0101136095472474%,,
